vibration,temperature,pressure,humidity,working_hours,maintenance_required
0.250951020712043,92.41922531893938,100.31184740102327,67.59627537844203,7499,0
0.8953554307625996,69.13255239269988,96.13741262157804,70.45439802897123,600,0
0.5647891059076481,66.45690349585638,93.64229874860888,31.8224340254698,6919,0
0.8531653064131918,81.96757862714301,101.9249959461976,46.543885840830086,4032,1
2.1439440893253257,60.09752476700953,97.52753699058925,50.12983828902916,8036,0
0.47643016671712474,87.88210471066083,104.71842484901944,53.34519385495122,434,1
-0.7204550706750589,69.64835732832363,100.67044342791665,43.969511986557556,1265,0
0.26028050658288615,82.72728377919394,103.37202400528474,36.84643057523785,5237,0
0.40582408667381425,74.22710499850618,101.18587500009828,47.8620443470249,8369,0
-1.1512266575071441,82.59912843176484,95.8305065746661,48.17037460932322,6785,0
0.6958638390937854,96.32146460143701,103.49000793755266,50.897330370443534,2547,1
0.3405892164004968,76.73067648570553,101.88328296053639,52.68033539613967,2160,0
0.6932176016587042,60.21886285612311,105.85564887754947,56.87849243842807,1048,1
3.2430929695947333,84.46551361423474,105.87720322477932,60.23426366616173,1875,1
-1.0958708107987174,69.62171630134978,102.88324789989535,34.73966246926166,4076,0
1.5039929885826886,84.1486779809785,105.305658784744,48.59760050535256,4980,1
-1.3239510842195628,83.7550504984441,98.90060517620837,43.99109284374913,2209,1
-1.2681368049753126,78.26595959916357,100.99011400289035,41.047767383480135,8464,1
-0.7907709190853537,89.5540948217203,103.12663131647753,54.10141956685166,5273,1
-1.5649738934417794,51.330310424936386,91.00485360980541,51.42703075861985,9079,1
0.7899197221808523,82.00497063158163,105.28129226723975,58.070828933138955,4139,1
-0.38281748098675,66.58086959165945,106.25330753893074,71.01381373601043,4033,1
-1.0710536796490489,69.4848426989702,100.61677396103582,54.9657388718263,836,0
1.3281660539573328,69.1983627787548,100.97682787824304,56.11994962231029,2852,0
0.21282439866996872,76.94838818985598,99.23850563351776,63.34418608571729,3345,0
2.5009004979342815,94.47304228889675,101.65537945495245,47.82088783571658,8692,0
-0.5012341077902127,72.15860445311033,100.76517298533811,26.39458509289525,733,0
-1.081914368713133,61.63277915853378,95.94013353635845,32.13600912496558,7114,1
-0.513196364513396,56.88360152881613,90.18504046173639,38.06345213874282,7407,1
-0.4036484632419967,76.79695381106207,93.18232068135984,38.84896547813252,9372,1
-0.5505870670007066,75.98080450279794,98.94577328637097,55.64970469003758,4766,0
0.5161782871149584,83.89263424758975,103.80884863131887,42.100511431002055,7380,1
0.9531250453760867,81.42717152631484,109.48291461243153,34.689929346236845,498,1
1.356583385827982,79.67574912482158,103.95264781712677,53.886360640622655,8037,1
-0.08743532877718108,45.881960552827344,97.25312115696636,71.31209758007331,5978,0
-0.28313889674376713,78.27626217328415,109.90098170844794,39.10580734124079,2108,0
2.0565435648295414,82.5204638361883,104.01312380039239,51.46903672915866,734,1
0.4935602043342916,71.20092033459423,97.43362931602661,53.094103207159385,5440,1
0.8576596232020194,73.66220627478761,101.51846296960599,58.29116284256811,4414,0
-0.7160434362758403,73.22013792048655,100.58998788072032,54.77576111397008,6969,1
0.5665409870816561,81.94211042945226,100.95417648903629,41.03658891208083,543,0
0.04886007032570433,88.65560370432178,96.48851393404382,50.262808425874084,8403,1
0.5211224283793383,62.97328492228008,99.99387480845873,28.137216532259192,6587,1
-1.590141830680298,90.1901957253098,105.01752431208207,54.00394918073085,2919,0
-1.0240285908863795,79.12641361442965,103.79569599460055,34.68219960907585,9039,1
0.8102600443753338,72.99865445771863,99.13586022161792,40.46301566761565,2215,1
-0.6141435312471847,80.41050984061663,98.91908267903136,56.9799844429362,3742,1
0.4746982328799528,63.69012611514414,95.11357583978516,60.58467445559539,4397,1
-0.367074646018183,76.47318859031395,98.21520898886837,52.97748304469795,393,1
-0.8498443694647918,78.21652659591587,106.85069452402279,41.631578175512786,9921,1
0.6135179727304166,78.65169001048321,97.27651856440144,75.33710829130129,1023,0
-0.16985235767773066,66.20983731049549,96.79612362956709,61.18814431738908,1648,0
